Event,Year,Domain,Day,Normalized_Price,Daily_Return_Pct
Dojo Supercomputer Announcement,2021,AI Infrastructure,29,115.14692896911178,-0.7461809477373404
Dojo Supercomputer Announcement,2021,AI Infrastructure,30,115.10832149450079,-0.03352887910832436
Cybertruck Deliveries Begin,2023,Electric Vehicles,-30,101.08296852086671,-4.775363208267347
Cybertruck Deliveries Begin,2023,Electric Vehicles,-29,91.68193890853263,-9.300310180733785
Cybertruck Deliveries Begin,2023,Electric Vehicles,-28,88.29973503679925,-3.6890623300491754
Cybertruck Deliveries Begin,2023,Electric Vehicles,-27,88.33722101530817,0.04245310418349302
Cybertruck Deliveries Begin,2023,Electric Vehicles,-26,90.18660555693721,2.093550737020089
Cybertruck Deliveries Begin,2023,Electric Vehicles,-25,88.47883894903757,-1.8935922882932887
Cybertruck Deliveries Begin,2023,Electric Vehicles,-24,85.704762136594,-3.1352997455599385
Cybertruck Deliveries Begin,2023,Electric Vehicles,-23,86.34621853994973,0.748448962886572
Cybertruck Deliveries Begin,2023,Electric Vehicles,-22,82.20593098347051,-4.794984223383958
Cybertruck Deliveries Begin,2023,Electric Vehicles,-21,83.65544602054051,1.7632730628176496
Cybertruck Deliveries Begin,2023,Electric Vehicles,-20,85.6631131679319,2.3999240251476817
Cybertruck Deliveries Begin,2023,Electric Vehicles,-19,91.0154918528376,6.248172039245192
Cybertruck Deliveries Begin,2023,Electric Vehicles,-18,91.6194622776844,0.6635907937775798
